username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
kaisantos2,facebook,real,258,241,501,11,1198,1,0,15,0.1,10,8,0.5773,6.73,0.065
official.win915220,facebook,fake,13,862,13,7,28,1,0,30,0.3333,18,2,0.4363,2.59,1.627
arjun.costa,instagram,real,175,920,31,93,3021,1,1,96,0.0,11,38,1.0,42.13,0.215
noah_weiss,instagram,real,511,184,61,261,1791,1,1,11,0.0,10,13,0.8558,263.63,1.019
isla_dsouza,twitter,real,101,446,11,209,1108,0,0,44,0.0,11,16,0.5914,42.27,1.319
follow787930,facebook,fake,9,1964,80,10,32,0,0,20,0.5,12,4,0.2661,2.55,2.264
kaivale,instagram,real,282,214,19,239,1092,1,1,87,0.0,7,25,1.0,17.29,1.532
isla.santos,instagram,real,1066,231,13,365,944,1,0,134,0.0,11,8,0.8333,99.0,2.709
siennanair2,facebook,real,156,241,504,28,833,1,1,76,0.0909,11,48,0.939,41.79,0.232
ravi_nguyen,twitter,real,274,170,13,8,55,1,0,54,0.0,11,3,0.5053,4.01,1.069
win.344235,instagram,fake,81,1006,6,13,547,1,0,27,0.6,10,2,0.6111,0.78,0.166
hugo_chen92,facebook,real,195,193,520,12,54,1,1,47,0.1818,11,4,0.6734,9.28,1.58
officialuser61569,facebook,fake,445,951,9,24,48,1,1,48,0.2941,17,4,0.7217,30.92,3.497
real_promo13459,instagram,fake,20,1453,4,3,22,1,0,1,0.3333,15,1,0.3582,1.7,0.953
meera_vale2,instagram,real,662,273,57,30,729,1,0,59,0.0909,11,7,0.7461,62.57,0.286
real_539776,twitter,fake,14,1834,2,5,7,1,0,12,0.5455,11,2,0.3828,1.49,5.134
rohan_park2,instagram,real,728,190,15,28,352,1,0,7,0.0909,11,9,0.625,102.64,0.556
freya_rao2,twitter,real,229,214,28,82,264,1,1,121,0.1,10,3,0.9539,11.15,2.165
devvale4,instagram,fake,358,2154,14,95,18,1,1,57,0.125,8,7,0.7932,7.78,36.756
samir.okoye2,instagram,real,160,212,85,78,544,1,1,135,0.0833,12,24,1.0,19.75,1.007
hugocosta,instagram,real,470,326,67,105,2418,1,0,118,0.0,9,22,0.8333,223.94,0.303
priya.vale,instagram,real,157,114,15,50,236,1,1,88,0.0,10,74,0.9411,15.22,1.473
islakade2,facebook,real,211,133,127,6,551,0,1,13,0.1111,9,4,0.5508,2.55,0.072
winacc8994657,twitter,fake,522,897,8,79,46,1,0,79,0.5385,13,4,0.6859,20.88,11.981
user.id1371243,instagram,fake,15,2148,18,15,1077,1,0,31,0.5,14,2,0.6256,2.18,0.096
rohan_khan,facebook,real,303,129,178,16,467,1,1,120,0.0,10,3,0.8988,119.42,0.236
tmp.real5313363,instagram,fake,16,1787,4,24,42,1,0,15,0.4667,15,1,0.4851,5.35,4.029
official.3539925,facebook,fake,13,1693,72,2,33,0,1,9,0.4375,16,1,0.3745,9.22,0.349
user.550,instagram,fake,228,1500,6,60,20,1,1,146,0.375,8,8,0.8425,8.53,21.135
xx_85900,twitter,fake,3,1786,6,12,20,1,0,20,0.625,8,4,0.4326,2.19,5.867
jonasrao4,facebook,fake,5,993,26,5,10,0,0,56,0.1111,9,1,0.3082,0.79,3.264
new.8722,facebook,fake,15,1582,14,2,26,0,0,45,0.5,8,1,0.2822,5.41,0.639
noahvale,instagram,real,59,311,33,168,927,1,0,137,0.0,8,31,0.8333,14.05,1.27
bot_q7561408,facebook,fake,378,579,8,60,85,1,0,48,0.5833,12,16,0.6378,31.93,4.915
mayaalvarez,facebook,real,482,109,477,10,2218,1,1,119,0.0,11,32,0.8768,23.19,0.033
netnew2193,twitter,fake,4,346,3,3,22,0,0,14,0.4,10,1,0.2172,0.7,0.834
maya_nair,twitter,real,1644,250,17,171,895,1,1,97,0.0,9,17,1.0,72.05,1.341
amarasantos6,instagram,fake,7,959,24,5,11,1,0,22,0.0833,12,3,0.4053,0.74,11.871
tmp_real5101,twitter,fake,17,767,10,42,885,1,0,18,0.3333,12,3,0.7032,0.69,0.331
hugo.alvarez,instagram,real,91,231,22,72,1624,1,1,91,0.0,12,12,1.0,67.58,0.309
zarabrook,instagram,real,645,272,19,11,543,1,1,19,0.0,9,11,0.7534,4.51,0.146
felix.dsouza,facebook,real,57,252,349,4,21,1,1,127,0.0,12,4,0.6923,2.15,1.284
meerakade7,facebook,fake,10,1253,22,52,473,1,0,0,0.1,10,0,0.6667,5.39,0.772
follow_832176,instagram,fake,5,466,48,2,26,1,0,23,0.4615,13,1,0.4002,13.06,0.458
dev.hassan2,facebook,real,195,104,129,71,504,1,1,111,0.0909,11,11,1.0,12.38,0.982
noahvale2,instagram,real,1805,134,51,15,1267,1,1,65,0.1111,9,4,0.8651,130.75,0.084
acc.deal762904,twitter,fake,34,702,4,11,11,0,1,38,0.4286,14,1,0.4638,5.24,6.969
dev_alvarez,twitter,real,505,115,21,160,1100,1,1,76,0.0,11,34,0.9915,3.66,1.017
aishavale,instagram,real,438,449,10,150,1122,1,0,81,0.0,9,8,0.8333,151.18,0.938
lucia.chen2,facebook,real,173,141,669,143,890,1,1,60,0.0909,11,3,0.9588,45.73,1.126
rohanhassan8,facebook,fake,228,945,18,88,36,1,1,41,0.0833,12,10,0.7678,41.68,17.104
leo_nguyen90,facebook,real,199,67,459,72,2256,1,1,156,0.1667,12,18,1.0,8.97,0.223
realpromo722907,instagram,fake,461,693,6,26,22,1,0,51,0.4,15,8,0.5603,16.39,8.378
leosingh6,facebook,fake,9,1290,13,5,12,1,0,28,0.1111,9,1,0.4162,5.35,2.737
tmp_7168,facebook,fake,99,1532,24,8,7,0,0,0,0.5,8,0,0.2017,1.98,7.731
zaraalvarez,facebook,real,191,74,557,45,184,1,1,128,0.0,11,13,0.9174,28.01,1.72
adityamoreau,twitter,real,1385,74,6,351,590,1,0,125,0.0,12,33,0.8333,86.62,4.164
ravi_singh97,facebook,real,197,107,247,40,444,1,1,97,0.1667,12,16,1.0,10.75,0.636
elena.costa,instagram,real,1405,746,33,253,1342,1,0,48,0.0,11,14,0.7671,78.93,1.322
nina.weiss,facebook,real,95,82,499,350,345,1,0,30,0.0,10,23,0.7196,53.23,7.1
ravi.kade92,facebook,real,436,99,169,99,2247,1,1,62,0.1818,11,34,0.9623,9.78,0.309
q.3349164,facebook,fake,33,389,19,2,53,1,0,12,0.7778,9,1,0.3899,5.95,0.228
kai.rao2,twitter,real,1996,165,16,90,565,1,0,18,0.125,8,21,0.705,5.24,1.11
official.tmp024948,instagram,fake,57,752,17,7,6,0,0,0,0.3333,18,1,0.1986,0.88,8.184
promo.7696202,twitter,fake,28,666,10,34,1285,1,0,2,0.5385,13,1,0.6447,2.01,0.183
follow_id5039779,facebook,fake,4,701,20,4,24,0,1,16,0.4375,16,1,0.3927,1.46,1.117
xx_deal4064521,facebook,fake,25,1124,32,1,6,0,0,19,0.5,14,1,0.213,1.59,5.707
omar_dsouza96,facebook,real,344,106,522,15,39,1,1,150,0.1538,13,2,0.748,0.76,2.738
anika_iyer2,facebook,real,581,221,651,214,256,1,1,103,0.0909,11,7,0.9502,58.15,5.851
user_net393986,twitter,fake,9,1731,3,2,24,0,1,13,0.4286,14,2,0.3771,1.13,0.465
amara_iyer,facebook,real,381,282,326,569,1048,1,1,0,0.0,10,18,0.8333,13.44,3.802
kai_brook2,twitter,real,238,817,45,237,762,1,0,92,0.1,10,14,0.8333,24.09,2.173
idnew46429,instagram,fake,371,1613,3,96,11,1,0,129,0.5,10,2,0.6717,19.23,40.0
arjun.chen,facebook,real,45,125,224,60,720,1,1,183,0.0,10,13,1.0,13.63,0.583
new7875522,facebook,fake,12,639,42,6,100,0,0,0,0.7,10,1,0.2358,1.88,0.395
new_784,facebook,fake,5,774,24,1,23,1,0,33,0.4286,7,0,0.4169,5.99,0.248
tmp6231751,instagram,fake,329,1460,13,76,31,1,0,81,0.7,10,6,0.6808,10.48,17.073
accpromo134,twitter,fake,165,1846,2,15,29,0,0,0,0.2727,11,1,0.241,2.14,3.542
id.promo04589,instagram,fake,410,2525,5,66,57,1,0,105,0.3846,13,10,0.6927,18.4,8.096
aisha.weiss,twitter,real,150,188,25,10,799,0,0,15,0.0,11,27,0.4058,0.77,0.088
felix_park90,instagram,real,2995,257,17,13,266,1,0,11,0.1667,12,11,0.5309,2.58,0.335
samir.moreau,instagram,real,357,489,76,162,563,1,1,42,0.0,12,14,0.9214,232.83,2.02
samir_weiss,facebook,real,568,175,282,15,46,1,1,129,0.0,11,4,0.7496,7.46,2.262
real_bot5450,instagram,fake,22,567,10,5,21,0,0,9,0.3333,12,1,0.2186,2.7,1.808
kainguyen3,facebook,fake,14,455,9,4,9,0,0,54,0.1,10,0,0.2981,1.87,2.735
elena_chen,facebook,real,235,97,327,40,381,1,0,0,0.0,10,31,0.6667,74.39,0.74
samir_moreau96,instagram,real,611,606,38,272,729,1,0,6,0.1429,14,32,0.6791,313.8,2.609
aditya_iyer,instagram,real,1435,54,59,15,49,1,1,46,0.0,11,1,0.6833,10.92,2.197
amarasantos,instagram,real,1546,269,27,2,437,1,0,9,0.0,11,96,0.5276,21.16,0.035
priyaweiss,instagram,real,466,262,76,18,46,1,1,78,0.0,10,5,0.7561,34.31,2.667
omar.nguyen97,instagram,real,624,326,30,115,589,1,1,35,0.1538,13,25,0.9055,83.43,1.37
hugodsouza,facebook,real,165,225,365,345,2038,1,1,44,0.0,10,31,0.9258,173.64,1.183
mayasingh3,instagram,fake,15,955,12,28,2003,1,0,21,0.1,10,3,0.6586,0.89,0.096
jonas_kade,facebook,real,2371,63,483,20,411,1,1,47,0.0,10,29,0.8479,12.8,0.342
felixweiss,facebook,real,1101,142,458,154,441,0,1,224,0.0,10,13,0.8333,42.69,2.44
q_net503654,instagram,fake,34,1640,1,9,24,0,1,0,0.5455,11,3,0.3818,1.22,2.623
follow0371,facebook,fake,136,362,7,22,157,1,0,20,0.4,10,3,0.5371,3.8,0.969
ninacosta7,twitter,fake,6,714,1,1,33,0,0,32,0.1,10,0,0.2537,0.18,0.313
follow_real693221,facebook,fake,4,878,5,4,10,0,1,0,0.3529,17,2,0.3543,1.67,2.756
aditya_rao92,twitter,real,150,244,42,345,456,1,0,88,0.1667,12,11,0.8333,43.51,5.297
acc.217,facebook,fake,6,339,25,9,26,1,0,14,0.4286,7,1,0.4104,1.95,2.363
tmpnet7431580,instagram,fake,61,1727,5,1,23,0,0,32,0.5385,13,2,0.2488,10.77,0.335
amara.okoye,facebook,real,76,182,877,9,637,1,1,10,0.0,11,8,0.7253,1.82,0.1
adityaiyer,facebook,real,395,98,207,235,1174,1,1,103,0.0,10,30,1.0,13.46,1.402
win.61675,instagram,fake,36,847,6,4,45,0,0,8,0.5556,9,1,0.2216,0.65,0.698
xx_84464,instagram,fake,496,3063,13,78,16,1,1,43,0.625,8,8,0.7641,14.66,34.221
promo945,instagram,fake,333,1136,5,22,7,1,1,44,0.375,8,18,0.6891,34.99,22.409
siennahassan,instagram,real,1624,438,35,74,1451,1,1,56,0.0,12,9,0.9494,152.56,0.355
dealpromo41222,instagram,fake,41,1261,4,1,111,0,0,37,0.3571,14,2,0.2972,0.39,0.053
promonew3542,facebook,fake,18,874,36,47,1201,1,0,29,0.3333,12,2,0.7276,1.09,0.272
ninaokoye,facebook,real,445,213,363,123,1287,1,1,84,0.0,9,10,1.0,95.27,0.668
luciakade1,instagram,fake,42,1793,10,3,17,0,0,22,0.1,10,1,0.2327,2.37,1.285
sienna.hassan94,instagram,real,259,154,46,4,1612,1,1,16,0.1333,15,17,0.7162,6.92,0.016
kai_costa,facebook,real,168,149,323,4,54,1,1,82,0.0,9,2,0.7093,4.76,0.558
meera.brook,twitter,real,63,175,5,20,49,1,0,17,0.0,11,1,0.4716,1.67,2.791
freyarao,facebook,real,172,223,426,118,579,1,1,65,0.0,8,22,0.9693,23.81,1.426
dev.khan95,facebook,real,107,196,325,43,682,1,1,169,0.2,10,35,1.0,9.31,0.443
noahrao3,facebook,fake,4,1146,14,1,34,1,0,25,0.125,8,2,0.4054,2.16,0.205
deal.719,facebook,fake,4,523,17,4,16,0,0,0,0.375,8,0,0.1886,0.86,1.535
xx_7161862,facebook,fake,16,708,10,5,7,0,1,20,0.7,10,1,0.3999,1.9,5.372
amara_park,instagram,real,295,143,13,20,25,1,1,36,0.0,10,6,0.6717,16.34,5.715
kaisantos3,facebook,real,264,545,274,125,971,1,1,160,0.1,10,14,1.0,36.59,0.902
net32198,facebook,fake,53,758,93,4,45,0,1,30,0.625,8,3,0.4325,3.5,0.592
felix_vale2,twitter,real,52,255,52,114,701,1,1,76,0.0909,11,3,0.9913,5.68,1.141
felixdsouza,instagram,real,593,295,18,91,925,1,0,140,0.0,11,17,0.8333,88.17,0.689
real.4867386,instagram,fake,44,2118,22,2,12,0,0,28,0.5833,12,2,0.2365,10.65,9.736
amaramoreau,instagram,real,174,550,72,27,344,1,1,96,0.0,11,8,0.9364,63.79,0.55
meeranguyen,facebook,real,232,111,184,1,13,1,1,14,0.0,11,3,0.5417,3.38,0.734
noah.weiss2,facebook,real,238,75,278,69,451,1,1,156,0.0909,11,6,1.0,10.5,1.072
marco_santos98,twitter,real,111,173,21,147,182,1,1,41,0.1429,14,69,0.836,34.31,5.639
deal.new520469,facebook,fake,6,640,25,6,13,0,0,38,0.4286,14,1,0.2782,0.98,3.449
net.new6021,twitter,fake,217,2268,4,49,1353,1,1,140,0.3636,11,18,1.0,40.22,0.252
user_id33093,facebook,fake,13,772,53,27,664,1,0,21,0.4167,12,2,0.6556,1.23,0.281
clara.santos,facebook,real,372,233,684,140,1408,1,1,71,0.0,12,8,0.9815,48.19,0.698
followq70099,instagram,fake,15,1923,4,4,47,1,0,32,0.4167,12,1,0.4369,1.37,0.557
islaiyer,instagram,real,551,528,20,42,428,1,0,158,0.0,8,6,0.8333,180.64,0.679
noah.alvarez2,facebook,real,535,131,1139,51,220,1,1,126,0.0769,13,3,0.9338,8.69,1.608
aishabrook8,facebook,fake,6,335,9,25,381,1,0,44,0.0909,11,1,0.6963,3.77,0.465
anikasingh,facebook,real,85,197,139,263,649,1,1,101,0.0,10,3,1.0,42.95,2.834
real.5539,facebook,fake,4,651,5,5,26,1,0,19,0.4444,9,2,0.4059,0.41,1.405
official_5984116,facebook,fake,15,1031,28,1,16,1,0,6,0.4375,16,2,0.3578,4.84,0.45
xxdeal304814,facebook,fake,22,803,13,8,22,0,0,14,0.5,12,1,0.2417,2.01,2.698
net_q7079,instagram,fake,196,1947,3,1,8,0,0,30,0.4444,9,1,0.2385,7.85,1.027
elenaokoye96,instagram,real,742,248,13,577,225,1,0,7,0.1667,12,31,0.617,27.04,17.96
anika.khan91,facebook,real,431,165,323,220,318,1,1,66,0.1667,12,25,0.9483,18.21,4.837
luciakhan92,facebook,real,197,126,428,28,2844,1,0,83,0.1818,11,6,0.783,11.66,0.069
priya.dsouza93,facebook,real,399,225,413,107,752,1,1,22,0.1429,14,10,0.8783,242.86,0.992
meerapark,twitter,real,488,104,3,423,910,1,1,49,0.0,9,26,0.9356,4.6,3.251
freya_rao3,facebook,real,152,168,448,87,169,1,1,131,0.1,10,20,0.9105,25.01,3.612
aisha.khan,facebook,real,146,259,176,11,47,1,1,0,0.0,10,3,0.5685,6.77,1.682
lucia.brook,facebook,real,154,50,360,109,726,1,0,55,0.0,11,61,0.7816,48.47,1.049
marcosingh,twitter,real,1187,292,9,542,423,1,0,171,0.0,10,8,0.8333,12.72,8.976
noah.rao,facebook,real,68,85,419,6,10,1,0,92,0.0,8,4,0.5309,1.73,4.422
jonaspark,facebook,real,354,108,347,5,1086,0,1,1,0.0,9,20,0.5242,1.36,0.035
sienna_rao,instagram,real,192,97,28,192,4411,1,0,141,0.0,10,17,0.8333,128.69,0.305
dev.chen,facebook,real,44,241,176,51,418,1,1,188,0.0,8,26,1.0,5.93,0.85
marcohassan2,instagram,real,551,178,17,187,940,1,1,0,0.0833,12,34,0.8333,71.98,1.393
meera.hassan2,twitter,real,53,271,16,2223,333,1,0,36,0.0769,13,34,0.7268,44.84,40.0
win34342,instagram,fake,14,1845,12,6,30,0,0,17,0.625,8,1,0.2413,3.89,1.376
meera.rao,twitter,real,389,217,29,155,779,0,1,54,0.0,9,33,0.7802,17.33,1.39
felix.hassan,instagram,real,163,94,52,1193,2719,1,0,24,0.0,12,29,0.716,30.77,3.07
xx.946,facebook,fake,15,639,9,3,73,1,0,45,0.5,6,2,0.4756,0.98,0.327
deal.0769200,instagram,fake,17,791,11,40,603,1,0,9,0.5833,12,1,0.6864,0.82,0.466
maya_alvarez,facebook,real,323,145,187,134,398,0,0,27,0.0,12,24,0.5555,6.86,2.364
lucia.santos,twitter,real,731,292,11,331,1412,1,0,52,0.0,12,18,0.7753,14.03,1.643
noahnair,facebook,real,80,41,392,10,37,1,1,16,0.0,8,1,0.592,11.79,1.903
new_win9946,twitter,fake,3,1485,4,2,39,1,0,51,0.3636,11,3,0.466,1.8,0.37
meera.vale93,facebook,real,223,141,399,23,574,1,1,21,0.1667,12,21,0.8084,23.43,0.284
elena.chen,instagram,real,7010,212,32,18,2923,1,1,147,0.0,10,43,0.9103,84.91,0.044
siennanair3,twitter,real,424,204,5,13,708,1,1,5,0.0909,11,18,0.73,1.52,0.127
freya_hassan,facebook,real,134,109,362,9,28,1,0,0,0.0,12,4,0.384,5.05,2.271
leila_costa,facebook,real,35,122,327,22,539,1,1,65,0.0,11,6,0.8945,24.29,0.286
marco.okoye,instagram,real,239,223,57,2,513,1,1,16,0.0,11,11,0.7105,6.55,0.033
lucia_berg3,facebook,real,519,134,357,8,26,1,1,123,0.0909,11,4,0.7114,1.63,2.125
rohanberg95,instagram,real,614,129,36,10,23,1,1,140,0.1818,11,2,0.7175,10.46,2.944
samir_singh2,twitter,real,356,162,19,10,11,1,0,111,0.0833,12,2,0.5468,0.71,6.375
bot_deal241952,twitter,fake,6,1248,5,2,37,1,0,0,0.4286,14,2,0.3592,2.97,0.405
net.user0877679,instagram,fake,27,2863,4,1,13,1,1,20,0.4667,15,1,0.5527,3.44,0.604
ravi.moreau2,instagram,real,630,341,34,38,2955,1,1,57,0.0833,12,18,0.9412,188.33,0.089
follownet234981,instagram,fake,18,918,18,17,997,1,0,26,0.4,15,4,0.6248,1.68,0.121
user_win497,instagram,fake,12,480,5,1,109,1,0,0,0.2727,11,1,0.3873,1.46,0.064
luciarao1,facebook,fake,13,866,65,24,26,1,1,9,0.1111,9,2,0.6298,1.49,6.462
nina.dsouza,facebook,real,58,134,175,111,568,1,1,123,0.0,11,16,1.0,60.87,1.366
deal.bot9896371,instagram,fake,4,883,3,16,5,0,0,34,0.4667,15,1,0.3057,1.52,21.919
newuser892,instagram,fake,5,1144,5,2,51,0,0,0,0.3,10,3,0.1996,2.5,0.317
leo_khan2,twitter,real,142,198,4,19,15,1,0,63,0.1111,9,0,0.5495,4.55,8.846
amara.brook,instagram,real,2246,193,12,571,1705,1,0,126,0.0,11,9,0.8333,32.53,2.346
marco.hassan,instagram,real,398,165,19,5,1503,1,0,3,0.0,12,6,0.5292,4.03,0.025
newfollow4645158,facebook,fake,8,944,40,16,442,1,0,36,0.4375,16,0,0.6423,1.44,0.257
felix_dsouza,twitter,real,180,570,4,13,43,1,1,0,0.0,12,1,0.5753,1.96,2.175
followwin244,twitter,fake,11,1481,2,3,10,1,1,1,0.25,12,1,0.5187,3.25,1.866
accpromo602150,instagram,fake,38,1124,34,1,5,1,0,0,0.4286,14,1,0.3401,2.59,1.389
leokade,facebook,real,63,147,570,79,683,1,0,116,0.0,7,16,0.8333,28.67,0.813
hugonguyen,twitter,real,173,83,9,245,440,1,0,150,0.0,10,9,0.8333,3.88,3.905
aisha_park2,instagram,real,537,103,29,299,954,1,1,7,0.0909,11,9,0.8475,78.01,2.197
leo.khan,facebook,real,15,141,403,48,498,1,1,90,0.0,8,6,1.0,17.3,0.676
clara_singh,facebook,real,45,167,189,3,32,1,1,136,0.0,11,2,0.6927,10.21,0.602
follow8683907,instagram,fake,12,1371,4,3,19,0,0,12,0.5385,13,1,0.2117,3.66,14.662
isla.okoye2,facebook,real,932,126,289,112,370,1,1,61,0.0909,11,8,0.9596,56.69,2.123
isla_nguyen,facebook,real,88,279,579,6,12,1,1,112,0.0,11,2,0.6989,15.12,3.747
mayakade2,instagram,real,2485,191,4,61,428,1,1,158,0.1111,9,8,1.0,31.37,0.999
theomoreau95,instagram,real,374,753,26,53,452,0,1,140,0.1667,12,52,0.8333,20.74,0.827
theo.dsouza92,twitter,real,296,434,15,365,677,1,1,93,0.1538,13,12,1.0,16.74,3.778
jonasalvarez,instagram,real,4742,218,25,81,1050,1,1,51,0.0,12,22,0.94,31.4,0.541
mayaalvarez2,facebook,real,118,168,716,111,166,1,1,16,0.0833,12,28,0.7752,11.43,4.688
q_q534472,instagram,fake,141,3359,8,53,79,1,0,126,0.6667,9,3,0.7027,32.11,4.689
official.id72311,facebook,fake,363,738,20,55,1112,1,0,142,0.3125,16,11,0.8333,15.53,0.347
marco_dsouza,instagram,real,380,191,17,148,342,1,1,122,0.0,12,15,0.9895,46.14,3.036
follow_q901,facebook,fake,16,2433,15,4,3,0,0,0,0.2727,11,0,0.185,4.1,9.494
freyakade2,instagram,real,106,281,55,15,24,1,1,15,0.1,10,2,0.6044,5.94,4.414
promotmp1154,instagram,fake,6,1287,0,2,17,1,0,4,0.3333,12,1,0.358,1.91,0.931
idacc191,instagram,fake,30,1161,5,6,35,0,1,25,0.375,8,2,0.4256,1.88,1.138
acc_29773,facebook,fake,16,558,12,9,25,0,0,22,0.5556,9,1,0.261,4.43,2.514
zara_okoye,instagram,real,581,581,26,269,677,1,0,104,0.0,10,8,0.8333,48.81,2.782
marcoberg,facebook,real,233,241,864,115,768,1,1,112,0.0,9,5,1.0,9.55,1.051
aditya_vale,facebook,real,241,239,342,127,220,1,1,146,0.0,11,21,0.9338,18.28,4.035
lucia.iyer2,facebook,real,619,158,165,107,1509,1,1,90,0.0909,11,9,1.0,23.95,0.498
aditya_khan2,facebook,real,21,199,909,116,676,1,1,15,0.0833,12,10,0.8654,18.87,1.204
follow922297,instagram,fake,9,2689,4,3,11,0,0,24,0.5,12,5,0.2356,7.88,2.051
real.user908332,instagram,fake,9,1373,7,21,1963,1,1,28,0.4,15,2,0.813,4.24,0.075
freya.moreau2,facebook,real,40,105,373,64,808,1,1,164,0.0769,13,26,1.0,91.84,0.553
zara_okoye2,instagram,real,128,498,15,8,641,1,1,24,0.0909,11,25,0.7503,5.25,0.088
new_q128713,facebook,fake,55,793,14,17,752,1,0,0,0.5455,11,1,0.5688,3.55,0.154
leila.brook,instagram,real,1076,152,51,12,391,1,1,123,0.0,11,26,0.8835,31.93,0.216
elenanair1,twitter,fake,4,597,5,11,40,0,0,30,0.1,10,1,0.2955,2.21,1.981
samir.chen,facebook,real,167,96,358,60,970,1,1,41,0.0,10,17,0.9189,26.3,0.435
priya_rao2,twitter,real,1024,82,20,472,319,1,0,63,0.1,10,29,0.7777,27.52,10.358
meera_park90,twitter,real,64,234,10,14,235,1,1,9,0.1667,12,20,0.6841,0.63,0.413
rohan.nair,twitter,real,114,150,8,117,822,1,0,52,0.0,10,16,0.7746,22.47,0.997
id_acc275,instagram,fake,52,875,1,2,12,0,0,37,0.3333,9,0,0.2566,1.98,1.108
tmp.6926,instagram,fake,658,1950,2,80,50,1,1,61,0.5,8,12,0.8167,33.5,11.159
follow_0403,instagram,fake,31,2587,4,2,19,0,0,23,0.3636,11,1,0.2291,4.85,0.605
real_5301,facebook,fake,2,1505,5,2,89,1,0,31,0.4444,9,2,0.4456,1.78,0.121
tmp585,facebook,fake,427,933,5,31,452,1,0,68,0.5,6,3,0.7698,24.82,0.475
leobrook96,instagram,real,635,282,34,119,354,1,1,141,0.2,10,21,0.995,38.19,2.359
arjuniyer5,instagram,fake,23,1098,9,1,15,0,0,81,0.1,10,1,0.3435,8.21,0.367
amarasantos2,facebook,real,954,99,1221,14,20,1,1,17,0.0833,12,8,0.6039,6.25,4.915
marco_alvarez,facebook,real,340,125,238,104,2163,1,0,35,0.0,13,9,0.7396,9.35,0.336
leo.iyer982,instagram,real,224,281,68,44,264,1,1,56,0.2727,11,15,0.9031,17.02,1.154
tmp_new68451,twitter,fake,6,2235,2,39,22,0,0,21,0.4167,12,1,0.383,2.4,12.373
freyaokoye,instagram,real,1346,288,33,63,239,1,0,85,0.0,10,7,0.7758,24.22,1.834
isla_berg,facebook,real,172,121,336,184,837,1,1,68,0.0,9,11,0.9743,30.78,1.539
leilahassan7,facebook,fake,8,1085,23,5,32,1,0,9,0.0833,12,1,0.3887,2.61,1.176
bot.user684285,instagram,fake,13,2399,11,19,43,0,0,4,0.4286,14,1,0.2715,2.65,3.041
dev_nguyen,instagram,real,403,331,52,579,499,1,0,73,0.0,10,6,0.8179,28.7,8.118
follow_real930,instagram,fake,3,1047,2,4,6,0,0,12,0.2143,14,0,0.21,4.88,4.314
siennahassan2,facebook,real,126,75,203,82,828,1,0,33,0.0769,13,13,0.7357,5.32,0.693
kainguyen2,twitter,real,134,119,23,654,667,1,1,75,0.1,10,6,0.9896,12.01,6.865
isla.santos2,facebook,real,126,127,447,81,1191,1,1,109,0.0833,12,17,1.0,21.37,0.474
aishaokoye,instagram,real,1965,138,28,68,1029,1,1,55,0.0,10,15,0.9478,67.31,0.46
anika_alvarez,instagram,real,1024,263,27,30,902,1,0,69,0.0,13,13,0.7714,43.99,0.236
hugo_park2,instagram,real,147,612,37,165,239,1,0,112,0.1,10,16,0.7758,54.53,4.82
bot.net5685,facebook,fake,15,657,6,1,102,0,1,39,0.3636,11,1,0.4637,5.27,0.036
follow.bot841878,facebook,fake,10,659,19,5,22,0,0,3,0.375,16,1,0.2027,1.54,1.474
official.36548,facebook,fake,10,1090,17,10,6,0,0,23,0.3571,14,2,0.2606,6.85,12.15
new.2358334,facebook,fake,33,1138,29,5,8,0,0,50,0.6364,11,1,0.2937,1.23,4.11
rohan_kade,facebook,real,119,111,322,18,15,1,1,85,0.0,10,3,0.747,7.63,8.226
marcobrook6,facebook,fake,15,1028,78,22,1007,1,0,42,0.0909,11,3,0.6802,2.1,0.156
maya_berg,instagram,real,1462,87,42,19,13,1,1,70,0.0,9,3,0.7293,15.21,10.089
felix_iyer3,facebook,real,81,259,386,24,423,1,0,99,0.0909,11,53,0.7686,18.39,0.405
elena.iyer2,instagram,real,2723,62,27,165,1903,1,1,95,0.0909,11,4,1.0,42.55,0.606
q_win6282,facebook,fake,216,1603,10,44,22,1,0,44,0.4444,9,6,0.6007,13.93,13.899
follow.70481,twitter,fake,7,1386,3,6,7,1,0,12,0.4167,12,1,0.3841,0.61,5.786
freya_brook2,twitter,real,745,290,40,321,771,1,0,134,0.0833,12,11,0.8333,25.54,2.91
realofficial3302580,facebook,fake,11,306,43,3,110,0,1,24,0.3684,19,1,0.3389,3.11,0.193
anika_costa,facebook,real,292,118,232,198,779,1,0,116,0.0,11,15,0.8333,17.96,1.781
arjunberg,instagram,real,156,99,36,135,662,1,1,119,0.0,9,31,1.0,84.75,1.424
adityabrook5,facebook,fake,6,539,24,4,4,1,0,10,0.0833,12,1,0.3715,1.37,5.07
net_q33589,instagram,fake,12,1520,5,3,28,0,0,18,0.5,10,2,0.2305,6.22,0.803
ninacosta5,instagram,real,357,306,54,380,542,1,1,18,0.1,10,4,0.8717,56.77,4.911
hugo_hassan,twitter,real,107,204,18,106,1964,1,1,81,0.0,11,11,1.0,24.1,0.377
maya_santos,instagram,real,1156,180,29,168,710,1,1,56,0.0,11,22,0.9502,72.02,1.653
kaikhan2,facebook,real,62,264,436,138,1063,0,1,96,0.125,8,6,0.8333,8.3,0.911
